,symbol,underlying_last,expire_date,expiry_type,dte,strike,strike_distance,strike_distance_pct,c_delta,c_gamma,c_vega,c_theta,c_rho,c_iv,c_volume,c_last,c_size,c_bid,c_ask,p_delta,p_gamma,p_vega,p_theta,p_rho,p_iv,p_volume,p_last,p_size,p_bid,p_ask
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4260.0,-61.65,-0.014,0.54549,0.00017,67.57158,-2.2501,4.60469,0.59428,36.0,2168.29,9 x 8,2017.93,2329.85,-0.45451,0.00017,67.57158,-2.36401,-0.0,0.63228,36.0,2004.18,3 x 4,1849.54,2171.74
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4270.0,-51.65,-0.012,0.53814,0.00022,67.57158,-1.82114,3.86999,0.48099,28.0,2166.71,2 x 3,2015.09,2329.74,-0.46186,0.00022,67.57158,-1.93531,-0.0,0.50766,32.0,2012.36,3 x 17,1858.35,2179.12
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4280.0,-41.65,-0.01,0.53078,0.00027,67.57158,-1.46791,3.13011,0.38769,25.0,2165.27,10 x 16,2012.37,2329.79,-0.46922,0.00027,67.57158,-1.58235,-0.0,0.40504,35.0,2020.68,1 x 20,1867.31,2186.65
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4290.0,-31.65,-0.007,0.5234,0.00034,67.57158,-1.19039,2.38536,0.3144,34.0,2163.98,5 x 11,2009.79,2329.99,-0.4766,0.00034,67.57158,-1.3051,-0.0,0.32441,27.0,2029.14,3 x 14,1876.41,2194.31
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4300.0,-21.65,-0.005,0.51601,0.00042,67.57158,-0.98861,1.63606,0.2611,33.0,2162.83,7 x 18,2007.34,2330.35,-0.48399,0.00042,67.57158,-1.10358,-0.0,0.26579,31.0,2037.75,10 x 5,1885.66,2202.11
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4310.0,-11.65,-0.003,0.50862,0.00048,67.57158,-0.86255,0.88253,0.22781,28.0,2161.82,1 x 1,2005.03,2330.86,-0.49138,0.00048,67.57158,-0.97779,-0.0,0.22917,29.0,2046.5,5 x 16,1895.05,2210.06
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4320.0,-1.65,-0.0,0.50122,0.00052,67.57158,-0.81221,0.1251,0.21452,29.0,2160.95,8 x 18,2002.85,2331.53,-0.49878,0.00052,67.57158,-0.92772,-0.0,0.21454,31.0,2055.4,5 x 4,1904.59,2218.14
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4330.0,8.35,0.002,0.49382,0.00051,67.57158,-0.8376,0.0,0.22122,33.0,2160.23,4 x 16,2000.81,2332.35,-0.50618,0.00051,67.57158,-0.95338,-0.6359,0.22192,32.0,2064.43,4 x 1,1914.28,2226.37
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4340.0,18.35,0.004,0.48642,0.00046,67.57158,-0.93872,0.0,0.24793,38.0,2159.66,3 x 14,1998.91,2333.33,-0.51358,0.00046,67.57158,-1.05476,-1.40014,0.2513,32.0,2073.62,10 x 4,1924.11,2234.74
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4350.0,28.35,0.007,0.47903,0.00039,67.57158,-1.11556,0.0,0.29463,34.0,2159.22,3 x 3,1997.15,2334.46,-0.52097,0.00039,67.57158,-1.23187,-2.16728,0.30267,36.0,2082.95,3 x 1,1934.1,2243.25
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4360.0,38.35,0.009,0.47165,0.00032,67.57158,-1.36813,0.0,0.36134,24.0,2158.94,3 x 18,1995.52,2335.74,-0.52835,0.00032,67.57158,-1.48471,-2.93698,0.37605,28.0,2092.42,7 x 19,1944.22,2251.91
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4370.0,48.35,0.011,0.46428,0.00026,67.57158,-1.69642,0.0,0.44805,33.0,2158.8,2 x 19,1994.03,2337.18,-0.53572,0.00026,67.57158,-1.81327,-3.70891,0.47143,29.0,2102.04,5 x 10,1954.5,2260.71
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4380.0,58.35,0.014,0.45693,0.00021,67.57158,-2.10044,0.0,0.55475,28.0,2158.8,1 x 17,1992.68,2338.77,-0.54307,0.00021,67.57158,-2.21755,-4.48271,0.5888,33.0,2111.8,9 x 5,1964.92,2269.66
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4390.0,68.35,0.016,0.44959,0.00017,67.57158,-2.58018,0.0,0.68146,33.0,2158.95,8 x 2,1991.47,2340.51,-0.55041,0.00017,67.57158,-2.69756,-5.25806,0.72818,34.0,2121.71,9 x 13,1975.49,2278.75
2023-10-03,SPX,4321.65,2023-10-06,Weekly,2.43,4400.0,78.35,0.018,0.44228,0.00014,67.57158,-3.13565,0.0,0.82816,34.0,2159.24,1 x 10,1990.39,2342.4,-0.55772,0.00014,67.57158,-3.2533,-6.03461,0.88955,31.0,2131.76,2 x 4,1986.2,2287.98
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4100.0,-221.65,-0.051,0.56109,1e-05,180.50171,-7.30086,36.68227,5.15086,5.0,2214.44,3 x 7,2016.89,2431.34,-0.43891,1e-05,180.50171,-7.39522,-0.0,5.64213,5.0,1336.81,2 x 17,1204.15,1484.09
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4125.0,-196.65,-0.046,0.55426,1e-05,180.50171,-5.81863,32.77808,4.10512,5.0,2207.3,3 x 9,2009.14,2425.01,-0.44574,1e-05,180.50171,-5.91356,-0.0,4.49182,6.0,1350.68,10 x 16,1217.39,1498.55
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4150.0,-171.65,-0.04,0.5474,1e-05,180.50171,-4.51357,28.81136,3.18439,6.0,2200.44,2 x 17,2001.64,2418.98,-0.4526,1e-05,180.50171,-4.60908,-0.0,3.47901,5.0,1364.81,6 x 6,1230.89,1513.3
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4175.0,-146.65,-0.034,0.54053,2e-05,180.50171,-3.38569,24.78343,2.38865,6.0,2193.84,4 x 3,1994.39,2413.24,-0.45947,2e-05,180.50171,-3.48177,-0.0,2.60371,6.0,1379.22,5 x 3,1244.66,1528.33
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4200.0,-121.65,-0.028,0.53365,2e-05,180.50171,-2.43499,20.69568,1.71792,6.0,2187.53,8 x 19,1987.41,2407.79,-0.46635,2e-05,180.50171,-2.53164,-0.0,1.8659,7.0,1393.9,4 x 13,1258.69,1543.64
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4225.0,-96.65,-0.022,0.52675,3e-05,180.50171,-1.66146,16.54955,1.17218,6.0,2181.49,7 x 13,1980.68,2402.65,-0.47325,3e-05,180.50171,-1.75869,-0.0,1.26559,5.0,1408.86,6 x 8,1272.99,1559.23
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4250.0,-71.65,-0.017,0.51984,5e-05,180.50171,-1.06511,12.34653,0.75145,6.0,2175.73,2 x 12,1974.22,2397.82,-0.48016,5e-05,180.50171,-1.16291,-0.0,0.80278,6.0,1424.11,9 x 4,1287.57,1575.12
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4275.0,-46.65,-0.011,0.51292,9e-05,180.50171,-0.64593,8.08815,0.45571,6.0,2170.26,5 x 11,1968.02,2393.29,-0.48708,9e-05,180.50171,-0.74431,-0.0,0.47747,8.0,1439.64,2 x 19,1302.43,1591.3
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4300.0,-21.65,-0.005,0.506,0.00014,180.50171,-0.40393,3.776,0.28498,6.0,2165.08,4 x 7,1962.08,2389.07,-0.494,0.00014,180.50171,-0.50289,-0.0,0.28966,7.0,1455.45,7 x 15,1317.56,1607.78
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4325.0,3.35,0.001,0.49907,0.00017,180.50171,-0.3391,0.0,0.23924,7.0,2160.18,6 x 20,1956.42,2385.17,-0.50093,0.00017,180.50171,-0.43864,-0.5883,0.23935,6.0,1471.56,5 x 9,1332.98,1624.55
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4350.0,28.35,0.007,0.49215,0.00013,180.50171,-0.45145,0.0,0.31851,6.0,2155.58,5 x 9,1951.03,2381.58,-0.50785,0.00013,180.50171,-0.55156,-5.00308,0.32654,6.0,1487.96,6 x 10,1348.67,1641.62
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4375.0,53.35,0.012,0.48523,8e-05,180.50171,-0.74098,0.0,0.52277,5.0,2151.27,3 x 7,1945.91,2378.3,-0.51477,8e-05,180.50171,-0.84166,-9.46664,0.55124,7.0,1504.65,8 x 20,1364.66,1658.99
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4400.0,78.35,0.018,0.47831,5e-05,180.50171,-1.20768,0.0,0.85204,7.0,2147.25,1 x 6,1941.06,2375.35,-0.52169,5e-05,180.50171,-1.30894,-13.97723,0.91343,6.0,1521.63,7 x 12,1380.93,1676.67
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4425.0,103.35,0.024,0.4714,3e-05,180.50171,-1.85156,0.0,1.3063,6.0,2143.53,8 x 20,1936.49,2372.71,-0.5286,3e-05,180.50171,-1.9534,-18.53308,1.41312,5.0,1538.91,2 x 17,1397.49,1694.64
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4450.0,128.35,0.03,0.46451,2e-05,180.50171,-2.67261,0.0,1.88557,6.0,2140.11,4 x 7,1932.19,2370.4,-0.53549,2e-05,180.50171,-2.77502,-23.13239,2.05031,4.0,1556.48,3 x 8,1414.33,1712.92
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4475.0,153.35,0.035,0.45762,2e-05,180.50171,-3.67084,0.0,2.58983,5.0,2136.98,7 x 2,1928.17,2368.41,-0.54238,2e-05,180.50171,-3.77383,-27.77332,2.825,6.0,1574.36,1 x 4,1431.47,1731.51
2023-10-03,SPX,4321.65,2023-10-21,Monthly,17.43,4500.0,178.35,0.041,0.45076,1e-05,180.50171,-4.84625,0.0,3.4191,5.0,2134.15,2 x 1,1924.42,2366.74,-0.54924,1e-05,180.50171,-4.94981,-32.45401,3.73719,4.0,1592.53,10 x 7,1448.89,1750.4
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4200.0,-114.98,-0.027,0.58441,6e-05,67.45782,-5.80904,8.42177,1.53639,27.0,2175.72,7 x 15,2032.22,2329.36,-0.41559,6e-05,67.45782,-5.92134,-0.0,1.6686,24.0,1959.74,9 x 16,1802.07,2131.22
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4210.0,-104.98,-0.024,0.57719,8e-05,67.45782,-4.97734,7.71993,1.31642,25.0,2173.41,9 x 9,2028.69,2328.46,-0.42281,8e-05,67.45782,-5.08991,-0.0,1.42664,25.0,1967.19,5 x 16,1810.12,2137.9
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4220.0,-94.98,-0.022,0.56994,9e-05,67.45782,-4.22126,7.01134,1.11645,35.0,2171.23,10 x 18,2025.29,2327.7,-0.43006,9e-05,67.45782,-4.3341,-0.0,1.20667,31.0,1974.77,6 x 13,1818.31,2144.7
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4230.0,-84.98,-0.02,0.56266,0.00011,67.45782,-3.5408,6.29628,0.93648,32.0,2169.19,8 x 20,2022.01,2327.09,-0.43734,0.00011,67.45782,-3.65391,-0.0,1.0087,25.0,1982.49,4 x 20,1826.64,2151.64
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4240.0,-74.98,-0.017,0.55535,0.00013,67.45782,-2.93597,5.57502,0.77651,30.0,2167.29,9 x 14,2018.86,2326.63,-0.44465,0.00013,67.45782,-3.04934,-0.0,0.83274,28.0,1990.34,8 x 4,1835.11,2158.71
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4250.0,-64.98,-0.015,0.54802,0.00016,67.45782,-2.40675,4.84787,0.63654,28.0,2165.52,9 x 17,2015.83,2326.32,-0.45198,0.00016,67.45782,-2.52038,-0.0,0.67877,25.0,1998.34,6 x 5,1843.73,2165.92
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4260.0,-54.98,-0.013,0.54066,0.0002,67.45782,-1.95315,4.11512,0.51657,28.0,2163.89,3 x 15,2012.94,2326.16,-0.45934,0.0002,67.45782,-2.06705,-0.0,0.54681,29.0,2006.47,4 x 13,1852.49,2173.26
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4270.0,-44.98,-0.01,0.53329,0.00025,67.45782,-1.57517,3.37708,0.4166,28.0,2162.41,6 x 10,2010.18,2326.16,-0.46671,0.00025,67.45782,-1.68934,-0.0,0.43684,27.0,2014.75,8 x 7,1861.39,2180.73
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4280.0,-34.98,-0.008,0.52591,0.00032,67.45782,-1.2728,2.63405,0.33663,35.0,2161.07,8 x 14,2007.56,2326.31,-0.47409,0.00032,67.45782,-1.38724,-0.0,0.34887,28.0,2023.16,4 x 3,1870.44,2188.35
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4290.0,-24.98,-0.006,0.51851,0.00039,67.45782,-1.04606,1.88636,0.27667,36.0,2159.86,7 x 12,2005.06,2326.62,-0.48149,0.00039,67.45782,-1.16077,-0.0,0.28291,32.0,2031.72,1 x 4,1879.64,2196.1
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4300.0,-14.98,-0.003,0.5111,0.00046,67.45782,-0.89494,1.13432,0.2367,28.0,2158.81,8 x 1,2002.7,2327.08,-0.4889,0.00046,67.45782,-1.00992,-0.0,0.23894,31.0,2040.42,7 x 9,1888.99,2204.0
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4310.0,-4.98,-0.001,0.50369,0.00051,67.45782,-0.81944,0.37826,0.21673,27.0,2157.89,1 x 6,2000.48,2327.69,-0.49631,0.00051,67.45782,-0.93468,-0.0,0.21698,36.0,2049.27,1 x 10,1898.48,2212.03
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4320.0,5.02,0.001,0.49628,0.00052,67.45782,-0.81955,0.0,0.21676,31.0,2157.12,5 x 15,1998.4,2328.46,-0.50372,0.00052,67.45782,-0.93506,-0.38148,0.21701,26.0,2058.26,4 x 10,1908.12,2220.21
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4330.0,15.02,0.003,0.48887,0.00048,67.45782,-0.89529,0.0,0.23679,28.0,2156.5,3 x 3,1996.45,2329.39,-0.51113,0.00048,67.45782,-1.01107,-1.14458,0.23904,33.0,2067.4,6 x 9,1917.91,2228.54
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4340.0,25.02,0.006,0.48147,0.00041,67.45782,-1.04664,0.0,0.27682,29.0,2156.02,3 x 10,1994.64,2330.47,-0.51853,0.00041,67.45782,-1.16269,-1.91069,0.28308,35.0,2076.68,8 x 5,1927.84,2237.0
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4350.0,35.02,0.008,0.47407,0.00034,67.45782,-1.27362,0.0,0.33685,33.0,2155.69,4 x 2,1992.96,2331.7,-0.52593,0.00034,67.45782,-1.38993,-2.67948,0.34911,25.0,2086.1,7 x 12,1937.92,2245.61
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4360.0,45.02,0.01,0.46668,0.00028,67.45782,-1.57621,0.0,0.41688,32.0,2155.5,2 x 15,1991.43,2333.09,-0.53332,0.00028,67.45782,-1.69279,-3.45061,0.43714,34.0,2095.67,10 x 15,1948.15,2254.37
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4370.0,55.02,0.013,0.45931,0.00023,67.45782,-1.95443,0.0,0.51691,33.0,2155.46,1 x 7,1990.03,2334.63,-0.54069,0.00023,67.45782,-2.07127,-4.22374,0.54718,33.0,2105.39,10 x 4,1958.52,2263.27
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4380.0,65.02,0.015,0.45196,0.00019,67.45782,-2.40826,0.0,0.63694,34.0,2155.56,8 x 14,1988.78,2336.32,-0.54804,0.00019,67.45782,-2.52537,-4.99851,0.67921,32.0,2115.25,8 x 11,1969.04,2272.31
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4390.0,75.02,0.017,0.44463,0.00015,67.45782,-2.93771,0.0,0.77697,30.0,2155.8,8 x 8,1987.66,2338.17,-0.55537,0.00015,67.45782,-3.05509,-5.7746,0.83325,27.0,2125.25,1 x 7,1979.71,2281.5
2023-10-03,SPX,4314.98,2023-10-06,Weekly,2.43,4400.0,85.02,0.02,0.43732,0.00013,67.45782,-3.54278,0.0,0.937,26.0,2156.19,5 x 3,1986.68,2340.17,-0.56268,0.00013,67.45782,-3.66043,-6.55167,1.00928,37.0,2135.4,5 x 1,1990.51,2290.83
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4100.0,-214.98,-0.05,0.55936,1e-05,180.21985,-6.87805,35.64414,4.85995,4.0,2209.19,2 x 17,2011.8,2425.96,-0.44064,1e-05,180.21985,-6.9724,-0.0,5.32214,6.0,1338.26,1 x 5,1205.64,1485.45
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4125.0,-189.98,-0.044,0.55251,1e-05,180.21985,-5.44522,31.72399,3.84753,5.0,2202.13,2 x 18,2004.11,2419.71,-0.44749,1e-05,180.21985,-5.54015,-0.0,4.20847,7.0,1352.19,5 x 13,1218.95,1499.99
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4150.0,-164.98,-0.038,0.54565,1e-05,180.21985,-4.18929,27.74155,2.96011,5.0,2195.33,9 x 3,1996.68,2413.75,-0.45435,1e-05,180.21985,-4.2848,-0.0,3.23231,6.0,1366.39,1 x 6,1232.51,1514.81
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4175.0,-139.98,-0.032,0.53876,2e-05,180.21985,-3.11027,23.69816,2.19769,6.0,2188.81,5 x 19,1989.5,2408.08,-0.46124,2e-05,180.21985,-3.20636,-0.0,2.39364,5.0,1380.87,8 x 18,1246.35,1529.91
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4200.0,-114.98,-0.027,0.53186,3e-05,180.21985,-2.20816,19.59523,1.56026,8.0,2182.56,6 x 5,1982.58,2402.72,-0.46814,3e-05,180.21985,-2.30482,-0.0,1.69248,6.0,1395.62,3 x 14,1260.45,1545.29
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4225.0,-89.98,-0.021,0.52494,4e-05,180.21985,-1.48295,15.43421,1.04784,7.0,2176.6,7 x 16,1975.92,2397.66,-0.47506,4e-05,180.21985,-1.58019,-0.0,1.12881,7.0,1410.66,7 x 1,1274.83,1560.97
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4250.0,-64.98,-0.015,0.51802,6e-05,180.21985,-0.93465,11.2166,0.66042,6.0,2170.92,4 x 9,1969.52,2392.9,-0.48198,6e-05,180.21985,-1.03246,-0.0,0.70265,6.0,1425.98,9 x 4,1289.48,1576.93
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4275.0,-39.98,-0.009,0.51109,0.0001,180.21985,-0.56326,6.94397,0.39799,7.0,2165.52,9 x 20,1963.4,2388.46,-0.48891,0.0001,180.21985,-0.66164,-0.0,0.41398,8.0,1441.58,6 x 17,1304.41,1593.19
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4300.0,-14.98,-0.003,0.50416,0.00016,180.21985,-0.36877,2.6179,0.26057,7.0,2160.41,3 x 18,1957.53,2384.32,-0.49584,0.00016,180.21985,-0.46773,-0.0,0.26282,5.0,1457.48,8 x 4,1319.61,1609.74
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4325.0,10.02,0.002,0.49722,0.00017,180.21985,-0.35119,0.0,0.24815,6.0,2155.6,3 x 12,1951.94,2380.5,-0.50278,0.00017,180.21985,-0.45073,-1.75995,0.24915,6.0,1473.66,8 x 5,1335.1,1626.6
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4350.0,35.02,0.008,0.49029,0.00012,180.21985,-0.51051,0.0,0.36072,5.0,2151.07,10 x 15,1946.62,2377.0,-0.50971,0.00012,180.21985,-0.61063,-6.18791,0.37298,8.0,1490.14,7 x 15,1350.88,1643.75
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4375.0,60.02,0.014,0.48336,7e-05,180.21985,-0.84674,0.0,0.5983,5.0,2146.84,1 x 9,1941.58,2373.81,-0.51664,7e-05,180.21985,-0.94743,-10.66425,0.63432,6.0,1506.9,4 x 12,1366.94,1661.2
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4400.0,85.02,0.02,0.47643,4e-05,180.21985,-1.35988,0.0,0.96088,7.0,2142.9,10 x 8,1936.8,2370.94,-0.52357,4e-05,180.21985,-1.46114,-15.18722,1.03315,6.0,1523.97,4 x 11,1383.29,1678.96
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4425.0,110.02,0.025,0.46952,3e-05,180.21985,-2.04992,0.0,1.44845,6.0,2139.26,6 x 4,1932.3,2368.39,-0.53048,3e-05,180.21985,-2.15176,-19.75504,1.56949,7.0,1541.33,4 x 10,1399.92,1697.02
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4450.0,135.02,0.031,0.46261,2e-05,180.21985,-2.91687,0.0,2.06103,6.0,2135.92,1 x 15,1928.08,2366.16,-0.53739,2e-05,180.21985,-3.01929,-24.36587,2.24332,5.0,1558.99,10 x 15,1416.85,1715.38
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4475.0,160.02,0.037,0.45572,2e-05,180.21985,-3.96073,0.0,2.79861,6.0,2132.88,9 x 11,1924.14,2364.26,-0.54428,2e-05,180.21985,-4.06372,-29.01788,3.05466,6.0,1576.94,10 x 20,1434.07,1734.05
2023-10-03,SPX,4314.98,2023-10-21,Monthly,17.43,4500.0,185.02,0.043,0.44885,1e-05,180.21985,-5.18149,0.0,3.66119,5.0,2130.13,1 x 13,1920.47,2362.68,-0.55115,1e-05,180.21985,-5.28505,-33.7092,4.00349,6.0,1595.19,4 x 17,1451.57,1753.03
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4200.0,-118.08,-0.027,0.58659,6e-05,67.49667,-6.08731,8.63692,1.6086,29.0,2178.01,7 x 11,2034.77,2331.33,-0.41341,6e-05,67.49667,-6.19961,-0.0,1.74804,32.0,1958.96,10 x 17,1800.99,2130.79
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4210.0,-108.08,-0.025,0.57939,7e-05,67.49667,-5.23144,7.93727,1.38244,25.0,2175.66,3 x 15,2031.2,2330.38,-0.42061,7e-05,67.49667,-5.34401,-0.0,1.49925,30.0,1966.37,1 x 4,1808.99,2137.43
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4220.0,-98.08,-0.023,0.57215,8e-05,67.49667,-4.45127,7.23079,1.17627,33.0,2173.44,3 x 3,2027.76,2329.58,-0.42785,8e-05,67.49667,-4.5641,-0.0,1.27247,28.0,1973.91,8 x 7,1817.14,2144.2
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4230.0,-88.08,-0.02,0.56488,0.0001,67.49667,-3.74677,6.51776,0.9901,28.0,2171.35,6 x 6,2024.45,2328.92,-0.43512,0.0001,67.49667,-3.85988,-0.0,1.06769,34.0,1981.58,9 x 12,1825.43,2151.1
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4240.0,-78.08,-0.018,0.55759,0.00012,67.49667,-3.11796,5.79846,0.82394,35.0,2169.41,8 x 6,2021.26,2328.42,-0.44241,0.00012,67.49667,-3.23133,-0.0,0.88491,29.0,1989.4,4 x 18,1833.86,2158.13
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4250.0,-68.08,-0.016,0.55026,0.00015,67.49667,-2.56484,5.07318,0.67777,35.0,2167.6,7 x 18,2018.19,2328.06,-0.44974,0.00015,67.49667,-2.67847,-0.0,0.72412,35.0,1997.35,9 x 10,1842.43,2165.29
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4260.0,-58.08,-0.013,0.54292,0.00019,67.49667,-2.08739,4.34221,0.5516,27.0,2165.93,6 x 8,2015.26,2327.86,-0.45708,0.00019,67.49667,-2.2013,-0.0,0.58534,33.0,2005.44,2 x 4,1851.15,2172.59
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4270.0,-48.08,-0.011,0.53556,0.00024,67.49667,-1.68564,3.60585,0.44544,33.0,2164.4,2 x 15,2012.46,2327.81,-0.46444,0.00024,67.49667,-1.79981,-0.0,0.46856,29.0,2013.67,7 x 8,1860.01,2180.02
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4280.0,-38.08,-0.009,0.52818,0.0003,67.49667,-1.35957,2.86442,0.35927,28.0,2163.01,7 x 6,2009.79,2327.92,-0.47182,0.0003,67.49667,-1.47401,-0.0,0.37378,26.0,2022.04,6 x 8,1869.02,2187.59
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4290.0,-28.08,-0.007,0.52079,0.00037,67.49667,-1.10918,2.11823,0.29311,27.0,2161.77,4 x 18,2007.26,2328.17,-0.47921,0.00037,67.49667,-1.22389,-0.0,0.30099,31.0,2030.56,10 x 17,1878.17,2195.3
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4300.0,-18.08,-0.004,0.51339,0.00044,67.49667,-0.93448,1.3676,0.24694,29.0,2160.67,2 x 9,2004.86,2328.59,-0.48661,0.00044,67.49667,-1.04945,-0.0,0.25021,35.0,2039.21,2 x 12,1887.47,2203.16
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4310.0,-8.08,-0.002,0.50599,0.0005,67.49667,-0.83546,0.61285,0.22077,38.0,2159.71,5 x 8,2002.59,2329.15,-0.49401,0.0005,67.49667,-0.9507,-0.0,0.22143,37.0,2048.02,2 x 4,1896.92,2211.15
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4320.0,1.92,0.0,0.49858,0.00052,67.49667,-0.81212,0.0,0.21461,38.0,2158.9,7 x 7,2000.46,2329.88,-0.50142,0.00052,67.49667,-0.92763,-0.14568,0.21464,37.0,2056.96,10 x 10,1906.51,2219.28
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4330.0,11.92,0.003,0.49117,0.00049,67.49667,-0.86447,0.0,0.22844,31.0,2158.23,7 x 14,1998.47,2330.75,-0.50883,0.00049,67.49667,-0.98025,-0.90767,0.22986,38.0,2066.05,9 x 8,1916.25,2227.56
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4340.0,21.92,0.005,0.48377,0.00043,67.49667,-0.99251,0.0,0.26228,36.0,2157.7,2 x 7,1996.62,2331.78,-0.51623,0.00043,67.49667,-1.10855,-1.67278,0.26708,28.0,2075.29,4 x 15,1926.14,2235.98
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4350.0,31.92,0.007,0.47637,0.00036,67.49667,-1.19623,0.0,0.31611,37.0,2157.33,4 x 2,1994.9,2332.97,-0.52363,0.00036,67.49667,-1.31254,-2.44066,0.3263,26.0,2084.67,1 x 7,1936.18,2244.55
2023-10-03,SPX,4318.08,2023-10-06,Weekly,2.43,4360.0,41.92,0.01,0.46899,0.0003,67.49667,-1.47563,0.0,0.38994,31.0,2157.09,7 x 6,1993.33,2334.31,-0.53101,0.0003,67.49667,-1.59221,-3.21099,0.40751,27.0,2094.2,8 x 3,1946.36,2253.26
