,symbol,underlying_last,expire_date,expiry_type,dte,strike,strike_distance,strike_distance_pct,p_delta,p_gamma,p_vega,p_theta,p_rho,p_iv,p_volume,p_last,p_size,p_bid,p_ask,p_mid,p_spread
2023-10-21,SPX,4322.62,2023-10-21,Monthly,17.43,4450.0,127.38,0.029,-0.53522,2e-05,180.52791,-2.74061,-22.95153,2.02298,6.0,1556.23,9 x 11,1414.07,1712.68,1563.375,298.6100000000001
2023-10-21,SPX,4322.62,2023-10-21,Monthly,17.43,4475.0,152.38,0.035,-0.5421,2e-05,180.52791,-3.73283,-27.59058,2.79232,5.0,1574.09,3 x 16,1431.2,1731.25,1581.225,300.04999999999995
2023-10-21,SPX,4322.62,2023-10-21,Monthly,17.43,4500.0,177.38,0.041,-0.54897,1e-05,180.52791,-4.90228,-32.26946,3.69917,6.0,1592.25,9 x 13,1448.61,1750.13,1599.37,301.5200000000002
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4200.0,-121.6,-0.028,-0.41091,6e-05,67.52291,-6.52695,-0.0,1.84088,38.0,1958.14,8 x 16,1799.82,2130.38,1965.1,330.5600000000002
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4210.0,-111.6,-0.026,-0.4181,7e-05,67.52291,-5.64361,-0.0,1.58435,27.0,1965.5,7 x 14,1807.78,2136.97,1972.375,329.1899999999998
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4220.0,-101.6,-0.024,-0.42533,8e-05,67.52291,-4.83604,-0.0,1.34982,33.0,1972.99,3 x 11,1815.88,2143.69,1979.785,327.80999999999995
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4230.0,-91.6,-0.021,-0.43258,0.0001,67.52291,-4.10426,-0.0,1.13729,37.0,1980.62,10 x 1,1824.12,2150.55,1987.335,326.4300000000003
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4240.0,-81.6,-0.019,-0.43987,0.00012,67.52291,-3.44825,-0.0,0.94676,37.0,1988.39,1 x 12,1832.5,2157.53,1995.015,325.0300000000002
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4250.0,-71.6,-0.017,-0.44718,0.00014,67.52291,-2.86802,-0.0,0.77823,37.0,1996.29,5 x 15,1841.03,2164.65,2002.8400000000001,323.6200000000001
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4260.0,-61.6,-0.014,-0.45451,0.00018,67.52291,-2.36357,-0.0,0.6317,33.0,2004.33,10 x 15,1849.7,2171.9,2010.8000000000002,322.20000000000005
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4270.0,-51.6,-0.012,-0.46186,0.00022,67.52291,-1.93489,-0.0,0.50717,32.0,2012.51,7 x 12,1858.51,2179.28,2018.895,320.7700000000002
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4280.0,-41.6,-0.01,-0.46923,0.00027,67.52291,-1.582,-0.0,0.40464,29.0,2020.84,1 x 12,1867.47,2186.81,2027.1399999999999,319.3399999999999
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4290.0,-31.6,-0.007,-0.47661,0.00034,67.52291,-1.30488,-0.0,0.32411,33.0,2029.3,1 x 5,1876.57,2194.47,2035.52,317.89999999999986
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4300.0,-21.6,-0.005,-0.48401,0.00042,67.52291,-1.10354,-0.0,0.26558,39.0,2037.91,5 x 20,1885.82,2202.27,2044.045,316.45000000000005
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4310.0,-11.6,-0.003,-0.49141,0.00048,67.52291,-0.97799,-0.0,0.22905,33.0,2046.66,6 x 8,1895.21,2210.22,2052.715,315.00999999999976
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4320.0,-1.6,-0.0,-0.49881,0.00052,67.52291,-0.9282,-0.0,0.21452,30.0,2055.56,8 x 10,1904.76,2218.3,2061.53,313.5400000000002
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4330.0,8.4,0.002,-0.50622,0.00051,67.52291,-0.9542,-0.63871,0.22199,34.0,2064.6,3 x 18,1914.45,2226.53,2070.4900000000002,312.08000000000015
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4340.0,18.4,0.004,-0.51362,0.00046,67.52291,-1.05598,-1.40244,0.25146,38.0,2073.78,7 x 4,1924.29,2234.9,2079.5950000000003,310.6100000000001
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4350.0,28.4,0.007,-0.52101,0.00039,67.52291,-1.23353,-2.16907,0.30293,37.0,2083.11,6 x 10,1934.27,2243.41,2088.84,309.1399999999999
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4360.0,38.4,0.009,-0.5284,0.00032,67.52291,-1.48687,-2.93825,0.3764,36.0,2092.59,4 x 10,1944.4,2252.07,2098.235,307.6700000000001
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4370.0,48.4,0.011,-0.53578,0.00026,67.52291,-1.81598,-3.70965,0.47187,39.0,2102.21,1 x 10,1954.68,2260.87,2107.775,306.1899999999998
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4380.0,58.4,0.014,-0.54313,0.00021,67.52291,-2.22087,-4.48293,0.58934,34.0,2111.97,1 x 16,1965.1,2269.82,2117.46,304.72000000000025
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4390.0,68.4,0.016,-0.55047,0.00017,67.52291,-2.70154,-5.25775,0.72881,31.0,2121.88,6 x 19,1975.67,2278.91,2127.29,303.2399999999998
2023-10-06,SPX,4321.6,2023-10-06,Weekly,2.43,4400.0,78.4,0.018,-0.55779,0.00014,67.52291,-3.25799,-6.03376,0.89028,38.0,2131.94,3 x 14,1986.39,2288.15,2137.27,301.76
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4100.0,-221.6,-0.051,-0.43891,1e-05,180.48197,-7.3932,-0.0,5.64005,5.0,1336.94,8 x 19,1204.28,1484.22,1344.25,279.94000000000005
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4125.0,-196.6,-0.045,-0.44575,1e-05,180.48197,-5.91171,-0.0,4.48998,5.0,1350.8,9 x 2,1217.51,1498.69,1358.1,281.18000000000006
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4150.0,-171.6,-0.04,-0.4526,1e-05,180.48197,-4.60741,-0.0,3.4774,8.0,1364.94,8 x 15,1231.01,1513.43,1372.22,282.4200000000001
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4175.0,-146.6,-0.034,-0.45947,2e-05,180.48197,-3.48031,-0.0,2.60233,7.0,1379.35,4 x 8,1244.78,1528.46,1386.62,283.68000000000006
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4200.0,-121.6,-0.028,-0.46636,2e-05,180.48197,-2.53039,-0.0,1.86475,6.0,1394.03,6 x 8,1258.82,1543.77,1401.295,284.95000000000005
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4225.0,-96.6,-0.022,-0.47326,3e-05,180.48197,-1.75767,-0.0,1.26468,7.0,1409.0,8 x 7,1273.12,1559.37,1416.245,286.25
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4250.0,-71.6,-0.017,-0.48017,5e-05,180.48197,-1.16214,-0.0,0.80211,7.0,1424.24,8 x 8,1287.7,1575.26,1431.48,287.55999999999995
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4275.0,-46.6,-0.011,-0.48709,9e-05,180.48197,-0.74381,-0.0,0.47703,7.0,1439.77,3 x 6,1302.56,1591.44,1447.0,288.8800000000001
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4300.0,-21.6,-0.005,-0.49402,0.00014,180.48197,-0.50266,-0.0,0.28946,5.0,1455.59,3 x 6,1317.69,1607.92,1462.805,290.23
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4325.0,3.4,0.001,-0.50094,0.00017,180.48197,-0.43871,-0.59573,0.23938,5.0,1471.7,6 x 13,1333.11,1624.69,1478.9,291.58000000000015
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4350.0,28.4,0.007,-0.50787,0.00013,180.48197,-0.55194,-5.01031,0.32681,7.0,1488.1,1 x 5,1348.81,1641.77,1495.29,292.96000000000004
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4375.0,53.4,0.012,-0.51479,8e-05,180.48197,-0.84237,-9.47366,0.55173,6.0,1504.79,7 x 3,1364.8,1659.14,1511.97,294.34000000000015
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4400.0,78.4,0.018,-0.5217,5e-05,180.48197,-1.30999,-13.98404,0.91416,8.0,1521.77,6 x 9,1381.07,1676.81,1528.94,295.74
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4425.0,103.4,0.024,-0.52861,3e-05,180.48197,-1.95481,-18.53967,1.41408,6.0,1539.05,10 x 7,1397.63,1694.79,1546.21,297.15999999999985
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4450.0,128.4,0.03,-0.53551,2e-05,180.48197,-2.77681,-23.13875,2.05151,6.0,1556.63,8 x 5,1414.48,1713.08,1563.78,298.5999999999999
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4475.0,153.4,0.035,-0.54239,2e-05,180.48197,-3.77601,-27.77944,2.82643,7.0,1574.51,7 x 6,1431.61,1731.66,1581.635,300.0500000000002
2023-10-21,SPX,4321.6,2023-10-21,Monthly,17.43,4500.0,178.4,0.041,-0.54926,1e-05,180.48197,-4.95239,-32.45989,3.73886,7.0,1592.68,8 x 16,1449.04,1750.56,1599.8,301.52
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4200.0,-121.77,-0.028,-0.41078,6e-05,67.51597,-6.54382,-0.0,1.84543,35.0,1958.12,1 x 3,1799.79,2130.38,1965.085,330.59000000000015
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4210.0,-111.77,-0.026,-0.41797,7e-05,67.51597,-5.65902,-0.0,1.58853,33.0,1965.48,4 x 16,1807.75,2136.98,1972.365,329.23
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4220.0,-101.77,-0.024,-0.42519,8e-05,67.51597,-4.85002,-0.0,1.35362,29.0,1972.97,5 x 11,1815.85,2143.7,1979.7749999999999,327.8499999999999
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4230.0,-91.77,-0.021,-0.43245,0.0001,67.51597,-4.11681,-0.0,1.14072,30.0,1980.6,8 x 10,1824.08,2150.55,1987.315,326.47000000000025
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4240.0,-81.77,-0.019,-0.43973,0.00012,67.51597,-3.45939,-0.0,0.94981,28.0,1988.36,9 x 7,1832.46,2157.53,1994.9950000000001,325.07000000000016
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4250.0,-71.77,-0.017,-0.44705,0.00014,67.51597,-2.87776,-0.0,0.78091,29.0,1996.26,5 x 2,1840.98,2164.64,2002.81,323.65999999999985
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4260.0,-61.77,-0.014,-0.45438,0.00017,67.51597,-2.37193,-0.0,0.63401,30.0,2004.3,1 x 18,1849.65,2171.89,2010.77,322.2399999999998
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4270.0,-51.77,-0.012,-0.46173,0.00022,67.51597,-1.94189,-0.0,0.5091,35.0,2012.48,5 x 10,1858.46,2179.27,2018.865,320.80999999999995
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4280.0,-41.77,-0.01,-0.4691,0.00027,67.51597,-1.58764,-0.0,0.4062,30.0,2020.81,8 x 12,1867.41,2186.8,2027.105,319.3900000000001
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4290.0,-31.77,-0.007,-0.47649,0.00034,67.51597,-1.30918,-0.0,0.32529,30.0,2029.27,3 x 5,1876.52,2194.46,2035.49,317.94000000000005
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4300.0,-21.77,-0.005,-0.48388,0.00042,67.51597,-1.10652,-0.0,0.26639,36.0,2037.87,1 x 8,1885.76,2202.25,2044.005,316.49
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4310.0,-11.77,-0.003,-0.49128,0.00048,67.51597,-0.97964,-0.0,0.22948,29.0,2046.62,2 x 16,1895.16,2210.2,2052.68,315.03999999999974
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4320.0,-1.77,-0.0,-0.49869,0.00052,67.51597,-0.92856,-0.0,0.21458,30.0,2055.52,8 x 16,1904.7,2218.28,2061.4900000000002,313.58000000000015
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4330.0,8.23,0.002,-0.50609,0.00051,67.51597,-0.95328,-0.62564,0.22167,33.0,2064.56,1 x 6,1914.39,2226.5,2070.445,312.1099999999999
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4340.0,18.23,0.004,-0.51349,0.00046,67.51597,-1.05378,-1.38922,0.25077,33.0,2073.74,5 x 4,1924.22,2234.87,2079.545,310.64999999999986
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4350.0,28.23,0.007,-0.52089,0.00039,67.51597,-1.23008,-2.15569,0.30186,38.0,2083.07,4 x 6,1934.21,2243.38,2088.795,309.1700000000001
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4360.0,38.23,0.009,-0.52828,0.00032,67.51597,-1.48217,-2.92473,0.37496,29.0,2092.54,1 x 2,1944.33,2252.04,2098.185,307.71000000000004
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4370.0,48.23,0.011,-0.53565,0.00026,67.51597,-1.81005,-3.69599,0.47006,37.0,2102.16,1 x 2,1954.61,2260.84,2107.725,306.23000000000025
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4380.0,58.23,0.013,-0.54301,0.00021,67.51597,-2.21372,-4.46914,0.58715,38.0,2111.92,3 x 1,1965.03,2269.78,2117.405,304.7500000000002
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4390.0,68.23,0.016,-0.55035,0.00017,67.51597,-2.69319,-5.24382,0.72625,33.0,2121.82,1 x 1,1975.6,2278.87,2127.2349999999997,303.27
2023-10-06,SPX,4321.77,2023-10-06,Weekly,2.43,4400.0,78.23,0.018,-0.55767,0.00014,67.51597,-3.24844,-6.01971,0.88734,34.0,2131.88,10 x 20,1986.31,2288.11,2137.21,301.8000000000002
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4100.0,-221.77,-0.051,-0.43887,1e-05,180.48549,-7.40433,-0.0,5.64836,6.0,1336.93,10 x 18,1204.26,1484.21,1344.2350000000001,279.95000000000005
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4125.0,-196.77,-0.046,-0.4457,1e-05,180.48549,-5.92155,-0.0,4.49735,5.0,1350.79,6 x 6,1217.5,1498.68,1358.0900000000001,281.18000000000006
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4150.0,-171.77,-0.04,-0.45256,1e-05,180.48549,-4.61597,-0.0,3.48384,5.0,1364.92,2 x 17,1231.0,1513.42,1372.21,282.4200000000001
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4175.0,-146.77,-0.034,-0.45943,2e-05,180.48549,-3.48759,-0.0,2.60782,6.0,1379.33,9 x 6,1244.76,1528.45,1386.605,283.69000000000005
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4200.0,-121.77,-0.028,-0.46632,2e-05,180.48549,-2.53641,-0.0,1.86931,6.0,1394.01,7 x 10,1258.79,1543.76,1401.275,284.97
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4225.0,-96.77,-0.022,-0.47322,3e-05,180.48549,-1.76244,-0.0,1.2683,8.0,1408.98,9 x 16,1273.1,1559.35,1416.225,286.25
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4250.0,-71.77,-0.017,-0.48013,5e-05,180.48549,-1.16567,-0.0,0.80479,7.0,1424.22,8 x 12,1287.68,1575.24,1431.46,287.55999999999995
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4275.0,-46.77,-0.011,-0.48704,9e-05,180.48549,-0.7461,-0.0,0.47878,6.0,1439.75,6 x 16,1302.53,1591.42,1446.975,288.8900000000001
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4300.0,-21.77,-0.005,-0.49397,0.00014,180.48549,-0.50373,-0.0,0.29027,7.0,1455.57,8 x 3,1317.67,1607.9,1462.785,290.23
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4325.0,3.23,0.001,-0.50089,0.00017,180.48549,-0.43857,-0.56583,0.23926,5.0,1471.67,1 x 14,1333.08,1624.67,1478.875,291.59000000000015
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4350.0,28.23,0.007,-0.50782,0.00013,180.48549,-0.5506,-4.98001,0.32575,7.0,1488.07,4 x 6,1348.78,1641.74,1495.26,292.96000000000004
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4375.0,53.23,0.012,-0.51474,8e-05,180.48549,-0.83984,-9.44297,0.54973,6.0,1504.76,1 x 6,1364.76,1659.11,1511.935,294.3499999999999
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4400.0,78.23,0.018,-0.52166,5e-05,180.48549,-1.30628,-13.95297,0.91122,8.0,1521.74,1 x 13,1381.03,1676.78,1528.905,295.75
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4425.0,103.23,0.024,-0.52857,3e-05,180.48549,-1.94993,-18.50823,1.41021,6.0,1539.02,3 x 14,1397.59,1694.76,1546.175,297.1700000000001
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4450.0,128.23,0.03,-0.53546,2e-05,180.48549,-2.77077,-23.10695,2.0467,6.0,1556.6,5 x 1,1414.44,1713.04,1563.74,298.5999999999999
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4475.0,153.23,0.035,-0.54235,2e-05,180.48549,-3.76882,-27.74729,2.82069,6.0,1574.47,1 x 5,1431.57,1731.63,1581.6,300.0600000000002
2023-10-21,SPX,4321.77,2023-10-21,Monthly,17.43,4500.0,178.23,0.041,-0.54921,1e-05,180.48549,-4.94407,-32.42741,3.73218,5.0,1592.64,4 x 7,1449.0,1750.52,1599.76,301.52
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4200.0,-110.88,-0.026,-0.4184,7e-05,67.33619,-5.57027,-0.0,1.56662,28.0,1961.01,6 x 4,1803.71,2132.03,1967.8700000000001,328.32000000000016
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4210.0,-100.88,-0.023,-0.42565,8e-05,67.33619,-4.76995,-0.0,1.33368,29.0,1968.51,9 x 19,1811.82,2138.76,1975.29,326.9400000000003
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4220.0,-90.88,-0.021,-0.43292,0.0001,67.33619,-4.04525,-0.0,1.12275,37.0,1976.15,3 x 3,1820.06,2145.62,1982.84,325.55999999999995
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4230.0,-80.88,-0.019,-0.44023,0.00012,67.33619,-3.39616,-0.0,0.93381,38.0,1983.92,3 x 1,1828.45,2152.61,1990.5300000000002,324.1600000000001
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4240.0,-70.88,-0.016,-0.44756,0.00014,67.33619,-2.82268,-0.0,0.76687,28.0,1991.83,2 x 12,1836.98,2159.73,1998.355,322.75
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4250.0,-60.88,-0.014,-0.45492,0.00018,67.33619,-2.32481,-0.0,0.62194,41.0,1999.88,1 x 6,1845.66,2166.99,2006.3249999999998,321.3299999999997
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4260.0,-50.88,-0.012,-0.46229,0.00022,67.33619,-1.90255,-0.0,0.499,33.0,2008.07,5 x 18,1854.48,2174.38,2014.43,319.9000000000001
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4270.0,-40.88,-0.009,-0.46968,0.00028,67.33619,-1.55591,-0.0,0.39806,37.0,2016.4,4 x 5,1863.45,2181.91,2022.6799999999998,318.4599999999998
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4280.0,-30.88,-0.007,-0.47709,0.00035,67.33619,-1.28488,-0.0,0.31913,35.0,2024.88,4 x 18,1872.56,2189.58,2031.07,317.02
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4290.0,-20.88,-0.005,-0.4845,0.00042,67.33619,-1.08946,-0.0,0.26219,36.0,2033.49,10 x 11,1881.82,2197.39,2039.605,315.56999999999994
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4300.0,-10.88,-0.003,-0.49192,0.00049,67.33619,-0.96965,-0.0,0.22725,39.0,2042.26,7 x 11,1891.23,2205.35,2048.29,314.1199999999999
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4310.0,-0.88,-0.0,-0.49935,0.00052,67.33619,-0.92546,-0.0,0.21432,36.0,2051.16,9 x 20,1900.78,2213.44,2057.11,312.6600000000001
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4320.0,9.12,0.002,-0.50677,0.0005,67.33619,-0.95687,-0.69372,0.22338,29.0,2060.21,2 x 6,1910.48,2221.68,2066.08,311.1999999999998
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4330.0,19.12,0.004,-0.51419,0.00045,67.33619,-1.0639,-1.45747,0.25444,30.0,2069.41,2 x 9,1920.33,2230.06,2075.1949999999997,309.73
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4340.0,29.12,0.007,-0.52161,0.00038,67.33619,-1.24654,-2.2241,0.3075,36.0,2078.75,1 x 6,1930.33,2238.59,2084.46,308.2600000000002
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4350.0,39.12,0.009,-0.52902,0.00031,67.33619,-1.5048,-2.99327,0.38257,41.0,2088.24,8 x 7,1940.48,2247.26,2093.87,306.7800000000002
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4360.0,49.12,0.011,-0.53641,0.00026,67.33619,-1.83866,-3.76463,0.47963,40.0,2097.87,4 x 20,1950.77,2256.07,2103.42,305.3000000000002
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4370.0,59.12,0.014,-0.54379,0.00021,67.33619,-2.24814,-4.53784,0.59869,35.0,2107.65,1 x 14,1961.2,2265.03,2113.1150000000002,303.83000000000015
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4380.0,69.12,0.016,-0.55114,0.00017,67.33619,-2.73322,-5.31256,0.73976,36.0,2117.57,2 x 6,1971.79,2274.14,2122.965,302.3499999999999
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4390.0,79.12,0.018,-0.55848,0.00014,67.33619,-3.29393,-6.08845,0.90282,38.0,2127.64,2 x 7,1982.51,2283.39,2132.95,300.8799999999999
2023-10-06,SPX,4310.88,2023-10-06,Weekly,2.43,4400.0,89.12,0.021,-0.56579,0.00012,67.33619,-3.93024,-6.86516,1.08788,37.0,2137.85,2 x 19,1993.39,2292.78,2143.085,299.3900000000001
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4100.0,-210.88,-0.049,-0.4417,1e-05,180.02693,-6.71952,-0.0,5.12987,6.0,1339.28,10 x 7,1206.69,1486.44,1346.565,279.75
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4125.0,-185.88,-0.043,-0.44856,1e-05,180.02693,-5.31748,-0.0,4.03878,6.0,1353.25,10 x 5,1220.03,1501.02,1360.525,280.99
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4150.0,-160.88,-0.037,-0.45544,1e-05,180.02693,-4.09219,-0.0,3.08519,7.0,1367.5,9 x 15,1233.64,1515.88,1374.7600000000002,282.24
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4175.0,-135.88,-0.032,-0.46233,2e-05,180.02693,-3.04366,-0.0,2.26909,7.0,1382.02,7 x 18,1247.52,1531.03,1389.275,283.51
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4200.0,-110.88,-0.026,-0.46924,3e-05,180.02693,-2.1719,-0.0,1.5905,7.0,1396.83,5 x 17,1261.67,1546.46,1404.065,284.78999999999996
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4225.0,-85.88,-0.02,-0.47617,4e-05,180.02693,-1.47689,-0.0,1.04941,6.0,1411.91,2 x 17,1276.09,1562.18,1419.135,286.09000000000015
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4250.0,-60.88,-0.014,-0.4831,7e-05,180.02693,-0.95864,-0.0,0.64582,7.0,1427.27,2 x 5,1290.79,1578.19,1434.49,287.4000000000001
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4275.0,-35.88,-0.008,-0.49004,0.00011,180.02693,-0.61714,-0.0,0.37973,7.0,1442.93,5 x 8,1305.76,1594.5,1450.13,288.74
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4300.0,-10.88,-0.003,-0.49698,0.00017,180.02693,-0.45241,-0.0,0.25113,7.0,1458.87,2 x 9,1321.02,1611.1,1466.06,290.0799999999999
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4325.0,14.12,0.003,-0.50392,0.00016,180.02693,-0.46444,-2.4833,0.26004,7.0,1475.1,4 x 6,1336.56,1628.01,1482.2849999999999,291.45000000000005
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4350.0,39.12,0.009,-0.51086,0.00011,180.02693,-0.65322,-6.91902,0.40645,6.0,1491.63,8 x 12,1352.38,1645.21,1498.795,292.8299999999999
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4375.0,64.12,0.015,-0.5178,7e-05,180.02693,-1.01877,-11.40289,0.69036,8.0,1508.45,2 x 4,1368.49,1662.71,1515.6,294.22
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4400.0,89.12,0.021,-0.52473,4e-05,180.02693,-1.56107,-15.93312,1.11176,6.0,1525.56,6 x 5,1384.89,1680.52,1532.705,295.6299999999999
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4425.0,114.12,0.026,-0.53165,3e-05,180.02693,-2.28013,-20.50793,1.67067,6.0,1542.97,8 x 14,1401.57,1698.63,1550.1,297.0600000000002
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4450.0,139.12,0.032,-0.53856,2e-05,180.02693,-3.17596,-25.12549,2.36708,6.0,1560.68,8 x 5,1418.55,1717.05,1567.8,298.5
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4475.0,164.12,0.038,-0.54546,2e-05,180.02693,-4.24854,-29.78395,3.20099,7.0,1578.69,8 x 9,1435.82,1735.77,1585.795,299.95000000000005
2023-10-21,SPX,4310.88,2023-10-21,Monthly,17.43,4500.0,189.12,0.044,-0.55233,1e-05,180.02693,-5.49788,-34.48142,4.1724,6.0,1597.0,2 x 7,1453.38,1754.8,1604.0900000000001,301.41999999999985
2023-10-06,SPX,4308.2,2023-10-06,Weekly,2.43,4200.0,-108.2,-0.025,-0.42028,7e-05,67.28476,-5.34582,-0.0,1.50204,33.0,1961.76,10 x 9,1804.72,2132.48,1968.6,327.76
2023-10-06,SPX,4308.2,2023-10-06,Weekly,2.43,4210.0,-98.2,-0.023,-0.42754,8e-05,67.28476,-4.56613,-0.0,1.275,38.0,1969.3,9 x 16,1812.86,2139.24,1976.0499999999997,326.3799999999999
