,symbol,underlying_last,expire_date,expiry_type,dte,strike,strike_distance,strike_distance_pct,c_delta,c_gamma,c_vega,c_theta,c_rho,c_iv,c_volume,c_last,c_size,c_bid,c_ask,c_mid,c_spread
2023-10-06,SPX,4305.05,2023-10-06,Weekly,2.53,4400.0,94.95,0.022,0.43127,0.00011,68.6375,-4.12807,0.0,1.11603,68.0,2151.49,4 x 15,1980.95,2336.72,2158.835,355.76999999999975
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4100.0,-205.05,-0.048,0.55662,1e-05,180.30897,-6.25577,34.15269,4.44288,13.0,2201.47,8 x 7,2003.96,2418.44,2211.2,414.48
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4125.0,-180.05,-0.042,0.54976,1e-05,180.30897,-4.90016,30.20129,3.48012,15.0,2194.5,8 x 18,1996.37,2412.29,2204.33,415.9200000000001
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4150.0,-155.05,-0.036,0.54289,1e-05,180.30897,-3.72055,26.18791,2.64235,17.0,2187.8,5 x 10,1989.03,2406.43,2197.73,417.39999999999986
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4175.0,-130.05,-0.03,0.536,2e-05,180.30897,-2.71695,22.11392,1.92959,16.0,2181.38,9 x 20,1981.96,2400.87,2191.415,418.90999999999985
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4200.0,-105.05,-0.024,0.5291,3e-05,180.30897,-1.88935,17.98073,1.34183,18.0,2175.24,4 x 4,1975.14,2395.61,2185.375,420.47
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4225.0,-80.05,-0.019,0.52218,5e-05,180.30897,-1.23776,13.78984,0.87906,15.0,2169.37,5 x 15,1968.58,2390.65,2179.615,422.07000000000016
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4250.0,-55.05,-0.013,0.51526,8e-05,180.30897,-0.76218,9.54276,0.5413,14.0,2163.8,9 x 14,1962.28,2386.01,2174.145,423.73000000000025
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4275.0,-30.05,-0.007,0.50833,0.00013,180.30897,-0.4626,5.24107,0.32854,17.0,2158.51,6 x 10,1956.25,2381.67,2168.96,425.4200000000001
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4300.0,-5.05,-0.001,0.5014,0.00017,180.30897,-0.33902,0.88638,0.24078,17.0,2153.5,3 x 16,1950.5,2377.64,2164.0699999999997,427.1399999999999
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4325.0,19.95,0.005,0.49447,0.00015,180.30897,-0.39146,0.0,0.27801,14.0,2148.79,3 x 8,1945.01,2373.92,2159.465,428.9100000000001
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4350.0,44.95,0.01,0.48754,0.0001,180.30897,-0.61989,0.0,0.44025,17.0,2144.37,7 x 12,1939.79,2370.53,2155.16,430.74000000000024
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4375.0,69.95,0.016,0.48061,6e-05,180.30897,-1.02434,0.0,0.72749,14.0,2140.24,3 x 2,1934.84,2367.45,2151.145,432.6099999999999
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4400.0,94.95,0.022,0.4737,4e-05,180.30897,-1.60478,0.0,1.13972,15.0,2136.41,3 x 6,1930.17,2364.69,2147.4300000000003,434.52
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4425.0,119.95,0.028,0.46679,3e-05,180.30897,-2.36124,0.0,1.67696,18.0,2132.88,2 x 1,1925.78,2362.25,2144.015,436.47
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4450.0,144.95,0.034,0.45989,2e-05,180.30897,-3.2937,0.0,2.3392,13.0,2129.64,2 x 18,1921.66,2360.13,2140.895,438.47
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4475.0,169.95,0.039,0.45301,1e-05,180.30897,-4.40217,0.0,3.12644,16.0,2126.7,4 x 20,1917.81,2358.34,2138.075,440.5300000000002
2023-10-21,SPX,4305.05,2023-10-21,Monthly,17.53,4500.0,194.95,0.045,0.44615,1e-05,180.30897,-5.68664,0.0,4.03867,12.0,2124.06,3 x 4,1914.25,2356.86,2135.5550000000003,442.6100000000001
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4200.0,-107.13,-0.025,0.57739,7e-05,68.66126,-5.04185,8.02157,1.36222,73.0,2169.98,1 x 16,2025.22,2325.09,2175.155,299.8700000000001
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4210.0,-97.13,-0.023,0.57026,8e-05,68.66126,-4.28584,7.30055,1.15796,65.0,2167.78,2 x 1,2021.82,2324.28,2173.05,302.46000000000026
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4220.0,-87.13,-0.02,0.56311,0.0001,68.66126,-3.60385,6.57297,0.9737,86.0,2165.72,7 x 18,2018.55,2323.62,2171.085,305.06999999999994
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4230.0,-77.13,-0.018,0.55593,0.00012,68.66126,-2.99589,5.83911,0.80944,66.0,2163.79,5 x 3,2015.41,2323.1,2169.255,307.6899999999998
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4240.0,-67.13,-0.016,0.54873,0.00015,68.66126,-2.46195,5.09926,0.66518,73.0,2162.0,1 x 18,2012.39,2322.74,2167.565,310.3499999999997
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4250.0,-57.13,-0.013,0.54151,0.00019,68.66126,-2.00203,4.3537,0.54092,74.0,2160.35,9 x 2,2009.5,2322.52,2166.01,313.02
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4260.0,-47.13,-0.011,0.53427,0.00024,68.66126,-1.61614,3.60274,0.43665,79.0,2158.83,10 x 17,2006.73,2322.45,2164.59,315.7199999999998
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4270.0,-37.13,-0.009,0.52701,0.0003,68.66126,-1.30427,2.84668,0.35239,84.0,2157.45,5 x 3,2004.1,2322.53,2163.315,318.4300000000003
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4280.0,-27.13,-0.006,0.51975,0.00037,68.66126,-1.06643,2.08584,0.28813,63.0,2156.21,7 x 3,2001.6,2322.77,2162.185,321.1700000000001
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4290.0,-17.13,-0.004,0.51247,0.00044,68.66126,-0.90261,1.32052,0.24387,84.0,2155.12,4 x 9,1999.23,2323.15,2161.19,323.9200000000001
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4300.0,-7.13,-0.002,0.50519,0.00049,68.66126,-0.81281,0.55105,0.21961,80.0,2154.16,9 x 18,1997.0,2323.69,2160.3450000000003,326.69000000000005
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4310.0,2.87,0.001,0.49791,0.00051,68.66126,-0.79704,0.0,0.21535,69.0,2153.35,3 x 11,1994.9,2324.38,2159.6400000000003,329.48
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4320.0,12.87,0.003,0.49063,0.00048,68.66126,-0.85529,0.0,0.23109,66.0,2152.67,8 x 17,1992.93,2325.22,2159.075,332.28999999999974
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4330.0,22.87,0.005,0.48335,0.00042,68.66126,-0.98757,0.0,0.26682,62.0,2152.14,4 x 13,1991.1,2326.22,2158.66,335.1199999999999
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4340.0,32.87,0.008,0.47608,0.00035,68.66126,-1.19386,0.0,0.32256,72.0,2151.76,5 x 17,1989.4,2327.36,2158.38,337.96000000000004
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4350.0,42.87,0.01,0.46882,0.00029,68.66126,-1.47419,0.0,0.3983,79.0,2151.51,9 x 12,1987.84,2328.66,2158.25,340.81999999999994
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4360.0,52.87,0.012,0.46158,0.00023,68.66126,-1.82853,0.0,0.49404,76.0,2151.41,6 x 13,1986.42,2330.11,2158.2650000000003,343.69000000000005
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4370.0,62.87,0.015,0.45435,0.00019,68.66126,-2.2569,0.0,0.60978,82.0,2151.45,3 x 7,1985.13,2331.71,2158.42,346.5799999999999
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4380.0,72.87,0.017,0.44713,0.00016,68.66126,-2.7593,0.0,0.74552,85.0,2151.63,8 x 19,1983.97,2333.45,2158.71,349.4799999999998
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4390.0,82.87,0.019,0.43994,0.00013,68.66126,-3.33572,0.0,0.90125,72.0,2151.95,1 x 11,1982.96,2335.35,2159.1549999999997,352.3899999999999
2023-10-06,SPX,4307.13,2023-10-06,Weekly,2.53,4400.0,92.87,0.022,0.43278,0.00011,68.66126,-3.98616,0.0,1.07699,85.0,2152.42,6 x 10,1982.07,2337.4,2159.735,355.33000000000015
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4100.0,-207.13,-0.048,0.55716,1e-05,180.39244,-6.37959,34.47887,4.52854,17.0,2203.09,10 x 17,2005.54,2420.1,2212.8199999999997,414.55999999999995
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4125.0,-182.13,-0.042,0.55031,1e-05,180.39244,-5.00866,30.5325,3.55538,17.0,2196.1,6 x 19,1997.93,2413.93,2205.93,415.9999999999998
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4150.0,-157.13,-0.036,0.54344,1e-05,180.39244,-3.81382,26.52407,2.70723,12.0,2189.38,5 x 20,1990.58,2408.05,2199.315,417.47000000000025
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4175.0,-132.13,-0.031,0.53656,2e-05,180.39244,-2.79507,22.45495,1.98408,13.0,2182.94,10 x 12,1983.48,2402.46,2192.9700000000003,418.98
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4200.0,-107.13,-0.025,0.52966,3e-05,180.39244,-1.95242,18.32655,1.38592,14.0,2176.77,4 x 4,1976.63,2397.18,2186.9049999999997,420.5499999999997
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4225.0,-82.13,-0.019,0.52275,4e-05,180.39244,-1.28587,14.14035,0.91277,15.0,2170.89,5 x 1,1970.05,2392.2,2181.125,422.14999999999986
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4250.0,-57.13,-0.013,0.51583,7e-05,180.39244,-0.7954,9.89786,0.56461,17.0,2165.29,3 x 17,1963.74,2387.52,2175.63,423.78
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4275.0,-32.13,-0.007,0.5089,0.00012,180.39244,-0.48103,5.60065,0.34146,15.0,2159.97,4 x 2,1957.69,2383.16,2170.425,425.4699999999998
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4300.0,-7.13,-0.002,0.50198,0.00017,180.39244,-0.34276,1.25035,0.24331,16.0,2154.95,4 x 2,1951.91,2379.11,2165.51,427.20000000000005
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4325.0,17.87,0.004,0.49505,0.00015,180.39244,-0.38058,0.0,0.27015,18.0,2150.21,7 x 7,1946.39,2375.37,2160.88,428.9799999999998
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4350.0,42.87,0.01,0.48812,0.0001,180.39244,-0.59449,0.0,0.422,15.0,2145.76,10 x 5,1941.15,2371.94,2156.545,430.78999999999996
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4375.0,67.87,0.016,0.4812,6e-05,180.39244,-0.9845,0.0,0.69885,16.0,2141.61,8 x 17,1936.19,2368.84,2152.5150000000003,432.6500000000001
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4400.0,92.87,0.022,0.47428,4e-05,180.39244,-1.5506,0.0,1.10069,14.0,2137.76,6 x 8,1931.49,2366.05,2148.77,434.5600000000002
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4425.0,117.87,0.027,0.46738,3e-05,180.39244,-2.2928,0.0,1.62754,16.0,2134.2,2 x 12,1927.07,2363.58,2145.325,436.51
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4450.0,142.87,0.033,0.46048,2e-05,180.39244,-3.21109,0.0,2.27938,14.0,2130.93,10 x 12,1922.93,2361.44,2142.185,438.51
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4475.0,167.87,0.039,0.4536,1e-05,180.39244,-4.30547,0.0,3.05623,13.0,2127.97,6 x 13,1919.06,2359.61,2139.335,440.5500000000002
2023-10-21,SPX,4307.13,2023-10-21,Monthly,17.53,4500.0,192.87,0.045,0.44674,1e-05,180.39244,-5.57595,0.0,3.95808,17.0,2125.3,9 x 11,1915.47,2358.11,2136.79,442.6400000000001
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4200.0,-108.82,-0.025,0.57857,7e-05,68.67879,-5.17957,8.14173,1.39869,63.0,2171.21,10 x 19,2026.59,2326.14,2176.365,299.54999999999995
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4210.0,-98.82,-0.023,0.57145,8e-05,68.67879,-4.41065,7.42191,1.19105,85.0,2168.99,10 x 15,2023.17,2325.31,2174.24,302.1399999999999
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4220.0,-88.82,-0.021,0.5643,0.0001,68.67879,-3.71579,6.6955,1.00341,59.0,2166.9,6 x 11,2019.88,2324.62,2172.25,304.7399999999998
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4230.0,-78.82,-0.018,0.55713,0.00012,68.67879,-3.095,5.96276,0.83578,66.0,2164.95,6 x 15,2016.71,2324.09,2170.4,307.3800000000001
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4240.0,-68.82,-0.016,0.54994,0.00015,68.67879,-2.54827,5.22398,0.68814,60.0,2163.14,7 x 15,2013.67,2323.69,2168.6800000000003,310.02
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4250.0,-58.82,-0.014,0.54272,0.00018,68.67879,-2.0756,4.47945,0.5605,64.0,2161.46,8 x 8,2010.76,2323.45,2167.105,312.6899999999998
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4260.0,-48.82,-0.011,0.53548,0.00023,68.67879,-1.677,3.72947,0.45286,61.0,2159.92,8 x 17,2007.98,2323.36,2165.67,315.3800000000001
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4270.0,-38.82,-0.009,0.52823,0.00029,68.67879,-1.35246,2.97434,0.36522,79.0,2158.52,8 x 12,2005.32,2323.42,2164.37,318.10000000000014
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4280.0,-28.82,-0.007,0.52097,0.00036,68.67879,-1.10198,2.21437,0.29758,73.0,2157.26,9 x 19,2002.8,2323.63,2163.215,320.83000000000015
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4290.0,-18.82,-0.004,0.5137,0.00043,68.67879,-0.92556,1.44988,0.24994,87.0,2156.14,5 x 7,2000.41,2323.99,2162.2,323.5799999999997
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4300.0,-8.82,-0.002,0.50642,0.00049,68.67879,-0.82321,0.68119,0.2223,78.0,2155.16,6 x 9,1998.15,2324.5,2161.325,326.3499999999999
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4310.0,1.18,0.0,0.49914,0.00051,68.67879,-0.79492,0.0,0.21466,83.0,2154.32,10 x 15,1996.03,2325.16,2160.595,329.1299999999999
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4320.0,11.18,0.003,0.49186,0.00049,68.67879,-0.8407,0.0,0.22702,78.0,2153.62,2 x 4,1994.04,2325.98,2160.01,331.94000000000005
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4330.0,21.18,0.005,0.48459,0.00043,68.67879,-0.96053,0.0,0.25938,72.0,2153.07,10 x 14,1992.18,2326.95,2159.565,334.76999999999975
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4340.0,31.18,0.007,0.47732,0.00036,68.67879,-1.15443,0.0,0.31174,81.0,2152.66,10 x 12,1990.46,2328.07,2159.2650000000003,337.6100000000001
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4350.0,41.18,0.01,0.47006,0.0003,68.67879,-1.42239,0.0,0.3841,64.0,2152.39,1 x 8,1988.88,2329.34,2159.11,340.46000000000004
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4360.0,51.18,0.012,0.46281,0.00024,68.67879,-1.76442,0.0,0.47646,62.0,2152.26,2 x 14,1987.43,2330.76,2159.0950000000003,343.33000000000015
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4370.0,61.18,0.014,0.45558,0.0002,68.67879,-2.18051,0.0,0.58883,78.0,2152.28,1 x 3,1986.12,2332.34,2159.23,346.22000000000025
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4380.0,71.18,0.017,0.44836,0.00016,68.67879,-2.67066,0.0,0.72119,86.0,2152.43,10 x 13,1984.94,2334.06,2159.5,349.1199999999999
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4390.0,81.18,0.019,0.44117,0.00013,68.67879,-3.23487,0.0,0.87355,65.0,2152.73,9 x 16,1983.9,2335.93,2159.915,352.02999999999975
2023-10-06,SPX,4308.82,2023-10-06,Weekly,2.53,4400.0,91.18,0.021,0.43401,0.00011,68.67879,-3.87315,0.0,1.04591,63.0,2153.17,2 x 18,1983.0,2337.95,2160.475,354.9499999999998
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4100.0,-208.82,-0.048,0.5576,1e-05,180.4596,-6.48122,34.74356,4.59879,11.0,2204.41,5 x 1,2006.83,2421.45,2214.14,414.6199999999999
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4125.0,-183.82,-0.043,0.55076,1e-05,180.4596,-5.09782,30.80129,3.61719,15.0,2197.41,2 x 14,1999.2,2415.26,2207.23,416.0600000000002
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4150.0,-158.82,-0.037,0.54389,1e-05,180.4596,-3.89059,26.7969,2.76059,12.0,2190.67,5 x 12,1991.83,2409.36,2200.5950000000003,417.5300000000002
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4175.0,-133.82,-0.031,0.53701,2e-05,180.4596,-2.85953,22.73174,2.02899,16.0,2184.21,6 x 5,1984.71,2403.76,2194.235,419.0500000000002
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4200.0,-108.82,-0.025,0.53011,3e-05,180.4596,-2.00463,18.60725,1.42239,14.0,2178.02,1 x 9,1977.85,2398.45,2188.1499999999996,420.5999999999999
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4225.0,-83.82,-0.019,0.52321,4e-05,180.4596,-1.32589,14.42487,0.94079,13.0,2172.12,2 x 15,1971.26,2393.45,2182.355,422.1899999999998
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4250.0,-58.82,-0.014,0.51629,7e-05,180.4596,-0.82333,10.18613,0.5842,17.0,2166.5,4 x 14,1964.92,2388.76,2176.84,423.84000000000015
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4275.0,-33.82,-0.008,0.50937,0.00012,180.4596,-0.49693,5.89258,0.3526,15.0,2161.17,5 x 1,1958.86,2384.37,2171.615,425.51
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4300.0,-8.82,-0.002,0.50244,0.00017,180.4596,-0.3467,1.54585,0.246,13.0,2156.12,6 x 7,1953.06,2380.3,2166.6800000000003,427.24000000000024
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4325.0,16.18,0.004,0.49552,0.00016,180.4596,-0.37263,0.0,0.2644,17.0,2151.36,7 x 13,1947.53,2376.54,2162.035,429.01
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4350.0,41.18,0.01,0.48859,0.0001,180.4596,-0.57473,0.0,0.4078,16.0,2146.9,9 x 9,1942.27,2373.09,2157.6800000000003,430.82000000000016
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4375.0,66.18,0.015,0.48167,6e-05,180.4596,-0.953,0.0,0.67621,13.0,2142.73,8 x 16,1937.28,2369.97,2153.625,432.6899999999998
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4400.0,91.18,0.021,0.47476,4e-05,180.4596,-1.50743,0.0,1.06961,15.0,2138.85,2 x 16,1932.57,2367.16,2149.865,434.5899999999999
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4425.0,116.18,0.027,0.46785,3e-05,180.4596,-2.23803,0.0,1.58801,17.0,2135.27,8 x 15,1928.13,2364.67,2146.4,436.53999999999996
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4450.0,141.18,0.033,0.46096,2e-05,180.4596,-3.1448,0.0,2.23141,14.0,2131.99,3 x 3,1923.97,2362.5,2143.235,438.53
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4475.0,166.18,0.039,0.45409,1e-05,180.4596,-4.22774,0.0,2.99981,14.0,2129.0,5 x 1,1920.08,2360.66,2140.37,440.5799999999999
2023-10-21,SPX,4308.82,2023-10-21,Monthly,17.53,4500.0,191.18,0.044,0.44723,1e-05,180.4596,-5.48684,0.0,3.89321,14.0,2126.31,8 x 14,1916.47,2359.13,2137.8,442.6600000000001
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4200.0,-124.14,-0.029,0.58911,5e-05,68.91351,-6.52491,9.23129,1.75551,60.0,2182.48,8 x 14,2039.12,2335.92,2187.52,296.8000000000002
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4210.0,-114.14,-0.026,0.58206,6e-05,68.91351,-5.63929,8.5219,1.51724,75.0,2180.07,5 x 14,2035.52,2334.87,2185.1949999999997,299.3499999999999
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4220.0,-104.14,-0.024,0.57499,7e-05,68.91351,-4.82801,7.80554,1.29896,58.0,2177.78,2 x 7,2032.05,2333.97,2183.0099999999998,301.91999999999985
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4230.0,-94.14,-0.022,0.56788,9e-05,68.91351,-4.09106,7.08247,1.10069,76.0,2175.63,3 x 1,2028.7,2333.21,2180.955,304.51
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4240.0,-84.14,-0.019,0.56074,0.00011,68.91351,-3.42845,6.35295,0.92242,60.0,2173.61,10 x 2,2025.47,2332.6,2179.035,307.1299999999999
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4250.0,-74.14,-0.017,0.55358,0.00013,68.91351,-2.84018,5.61728,0.76414,77.0,2171.73,1 x 9,2022.36,2332.13,2177.245,309.7700000000002
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4260.0,-64.14,-0.015,0.5464,0.00016,68.91351,-2.32625,4.87573,0.62587,65.0,2169.98,10 x 1,2019.38,2331.81,2175.5950000000003,312.42999999999984
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4270.0,-54.14,-0.013,0.5392,0.0002,68.91351,-1.88665,4.12859,0.5076,83.0,2168.37,10 x 2,2016.53,2331.64,2174.085,315.1099999999999
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4280.0,-44.14,-0.01,0.53198,0.00025,68.91351,-1.52138,3.37617,0.40932,71.0,2166.9,10 x 1,2013.81,2331.62,2172.715,317.80999999999995
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4290.0,-34.14,-0.008,0.52475,0.00032,68.91351,-1.23045,2.61877,0.33105,86.0,2165.57,6 x 4,2011.22,2331.75,2171.485,320.53
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4300.0,-24.14,-0.006,0.51751,0.00039,68.91351,-1.01386,1.8567,0.27278,69.0,2164.37,10 x 17,2008.76,2332.04,2170.4,323.28
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4310.0,-14.14,-0.003,0.51026,0.00046,68.91351,-0.87161,1.09027,0.2345,86.0,2163.32,4 x 4,2006.43,2332.47,2169.45,326.03999999999974
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4320.0,-4.14,-0.001,0.503,0.0005,68.91351,-0.80369,0.31981,0.21623,71.0,2162.4,3 x 15,2004.24,2333.05,2168.645,328.8100000000002
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4330.0,5.86,0.001,0.49575,0.0005,68.91351,-0.81011,0.0,0.21796,68.0,2161.63,10 x 5,2002.18,2333.79,2167.985,331.6099999999999
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4340.0,15.86,0.004,0.48849,0.00046,68.91351,-0.89086,0.0,0.23968,76.0,2161.0,7 x 19,2000.25,2334.68,2167.465,334.42999999999984
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4350.0,25.86,0.006,0.48124,0.0004,68.91351,-1.04596,0.0,0.28141,87.0,2160.52,2 x 8,1998.46,2335.72,2167.09,337.25999999999976
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4360.0,35.86,0.008,0.474,0.00033,68.91351,-1.27538,0.0,0.34314,77.0,2160.17,4 x 5,1996.8,2336.91,2166.855,340.1099999999999
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4370.0,45.86,0.011,0.46677,0.00027,68.91351,-1.57915,0.0,0.42487,80.0,2159.96,4 x 11,1995.28,2338.25,2166.765,342.97
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4380.0,55.86,0.013,0.45956,0.00022,68.91351,-1.95725,0.0,0.52659,65.0,2159.9,7 x 12,1993.89,2339.74,2166.815,345.8499999999997
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4390.0,65.86,0.015,0.45236,0.00018,68.91351,-2.40968,0.0,0.64832,66.0,2159.98,3 x 8,1992.64,2341.38,2167.01,348.74
2023-10-06,SPX,4324.14,2023-10-06,Weekly,2.53,4400.0,75.86,0.018,0.44518,0.00015,68.91351,-2.93646,0.0,0.79005,81.0,2160.2,9 x 9,1991.52,2343.17,2167.3450000000003,351.6500000000001
2023-10-21,SPX,4324.14,2023-10-21,Monthly,17.53,4100.0,-224.14,-0.052,0.56157,1e-05,181.09751,-7.44234,37.13571,5.26194,12.0,2216.46,6 x 6,2018.52,2433.8,2226.16,415.2800000000002
2023-10-21,SPX,4324.14,2023-10-21,Monthly,17.53,4125.0,-199.14,-0.046,0.55476,1e-05,181.09751,-5.94568,33.2303,4.20376,13.0,2209.29,5 x 3,2010.75,2427.44,2219.0950000000003,416.69000000000005
2023-10-21,SPX,4324.14,2023-10-21,Monthly,17.53,4150.0,-174.14,-0.04,0.54793,1e-05,181.09751,-4.62581,29.26222,3.27058,15.0,2202.4,10 x 18,2003.23,2421.37,2212.3,418.1399999999999
2023-10-21,SPX,4324.14,2023-10-21,Monthly,17.53,4175.0,-149.14,-0.034,0.54108,2e-05,181.09751,-3.48274,25.23279,2.46239,12.0,2195.77,10 x 8,1995.96,2415.59,2205.775,419.6300000000001
2023-10-21,SPX,4324.14,2023-10-21,Monthly,17.53,4200.0,-124.14,-0.029,0.53422,2e-05,181.09751,-2.51646,21.14338,1.77921,13.0,2189.43,2 x 8,1988.95,2410.11,2199.53,421.1600000000001
2023-10-21,SPX,4324.14,2023-10-21,Monthly,17.53,4225.0,-99.14,-0.023,0.52734,3e-05,181.09751,-1.72699,16.99542,1.22103,18.0,2183.36,8 x 7,1982.2,2404.93,2193.565,422.7299999999998
